taxa,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
X307,-202.140271773011,20.6536669856779,29.5377966568401,-28.9858531283231,141.463184252383,-66.48642800359,-55.6896160535258,12.6513155751136,11.5307893064854,31.5655990745354
X79,-142.017337720659,119.259440693551,-70.7801596760752,77.2842501162616,1.50047599600514,-20.141609905844,60.1494932844235,78.8673835934352,136.478106177442,180.083350870455
X126,86.0831436603662,13.5631629482186,-17.4329833810003,-56.0168358031601,52.2386075107283,-6.4601555368017,-70.5386493164895,77.4718095175051,-11.1913932891002,127.713008327497
X301,61.7439984795251,-24.7484872457838,-17.2906823688551,-58.8821433798175,-48.2199651249388,-50.7020917026824,89.427328514864,-96.0632240274907,-45.4967324244114,206.520181135015
X291,-163.156421478766,12.0015466043181,-109.703774079879,6.97238456549999,-31.7888495701978,-125.367615033617,-148.560138974625,50.4786715828194,-136.657692735531,-6.11110059993531
X279,-251.81340734952,-11.8296939213477,250.387257775888,-147.123069114816,27.3928220350661,130.377595447274,92.6344786480775,23.0387480369292,-56.544995627824,-43.50934246646
X258,-20.5213716020572,-85.8877562060077,-8.17863507581514,35.2198247671923,74.6928879117218,-49.9500700942702,92.573075643697,-2.58825704754304,-49.0963235301728,-71.5431580850688
X166,120.715886249543,33.6713698265309,-21.1921207258512,-199.503326852948,-18.7032961744462,23.5872449983422,-78.009880164062,112.785055665694,37.7923649743867,40.9958129760699
X95,-171.300337361065,27.2537506487014,-19.435868632043,86.8265806029747,-77.1986657538193,69.2050863945735,50.9229541865444,96.4972738172445,77.5073231012489,85.2441724924861
X262,-61.4712740874319,69.8735765242302,-44.4296353995758,12.8822045727504,8.61775092562401,7.12254717395639,63.6400721262549,-42.2720324831027,23.8821186554479,-70.5811325673814
X324,42.0565500459781,-217.209853736981,-29.8314897392556,96.9216317476779,44.6358007005286,29.8672502200526,-13.0308530714217,54.3375999764881,22.2352729749471,17.9136620028378
X327,52.6207893256571,-250.43540165498,-100.535647137815,92.7887672229451,131.433894836737,86.3009910664678,-78.0046981581932,14.5790444858767,27.6369325492378,-21.1779370675645
X304,-13.8675439259944,-114.425839210083,-56.7093838835669,43.9480782767534,-16.8356745965246,-0.597114402302364,19.8402672584397,-35.5022026919245,-7.97379675040716,-14.3866149470747
X87,-153.891870205455,112.727007000796,-172.313770017815,-43.28358238306,-47.2282015189978,-64.4083619305459,-114.985309347191,19.5400473615537,-127.723447848247,-33.3834329417235
X59,-161.928837321185,-2.37405877525228,4.67257666020751,8.50934391919194,59.4507446154732,-38.3987049316801,-17.4825939132865,-4.35228536872619,89.5145480963336,62.1487766974597
X278,-122.202633552003,-53.4988502391893,253.266971144398,79.0297116057804,-210.84543642662,28.3562597747307,-116.77196328293,3.02125148869942,2.44261052948661,2.0739740105402
X83,-137.443059947403,26.4319682414019,98.6132823877483,69.0233430503582,-129.690525521266,135.799437814612,106.775313621983,83.0731550573022,7.95690779907445,41.3743158043202
X194,168.613562262894,138.565328489608,42.5663438935712,-0.726218428976972,25.1298728475586,44.8498749684187,19.57570938631,31.5091553322511,-27.4193519372901,-17.3638659167709
X318,130.481499928375,2.82761617760481,78.7181849604775,78.5695526980311,-31.4477693558174,-40.1567143012781,53.333098538824,-172.068305313943,-14.0144061025141,-106.584138098054
X261,-94.8810120016134,-34.5426522700257,166.579409859098,98.1636551749323,-146.680590032327,-59.0187065186003,-156.815449678303,-84.1810323095056,34.1176188366008,-4.37929222995013
X99,-172.588611862848,17.2473798419603,63.5123678844825,48.1817492801793,-149.301768613804,143.556945742465,69.5497205879381,88.4064726951201,41.6610345459366,54.6183690427752
X65,-64.8613510776692,-103.654193319998,34.3265363737913,94.0486658385092,-49.9946406096689,-146.715082533604,77.6588845426986,145.065478531645,-74.3885855886942,-27.0977373217347
X357,71.9615966884532,-176.957653983721,-45.0838906528593,46.3998635236407,29.46235432924,41.3134260277207,19.0292242524281,-20.8302727544986,-21.4096513020096,-100.119339874494
X316,109.34509439093,-65.7712246640506,-58.6699496431734,-79.3686867651025,-55.983340986799,11.5234431792782,40.3094292961185,-32.6851255637674,14.015741666922,36.313336470024
X209,18.1666213747923,29.3781726396577,19.1385263020752,51.3955338642474,-1.60735399258301,1.18353894173769,60.6564738015849,17.3137608589032,-32.463618843827,110.782674592476
X152,158.079484678826,169.158331504524,47.8985684699889,-12.1127648609998,30.977168994321,10.4369287462765,-7.82383357188191,82.0008885762529,-11.237839229315,17.5243014343886
X276,-237.815551276006,28.0166857772764,160.926622828118,-145.737328895017,52.2897823479379,66.1471549434711,-1.74433742188932,4.18603567022245,-61.1033921395484,-26.015207454384
X343,158.043671643316,19.6526159059014,55.2153683387198,33.3575238695091,-26.5352897555662,-27.3777925594754,48.4821755691382,-107.548135896567,-34.019445675108,-59.2833611461466
X63,-181.747242034265,78.8938842505867,-134.735597339385,-27.5492766082793,-49.2012662845364,-39.8461364786655,-130.374624298409,15.0102752849997,-179.07375791073,-24.1160000178289
X70,-153.678290237109,4.76656994996129,50.7506697400316,56.1756534395918,-95.7528494594893,143.528495031709,92.2902472748948,104.364574683715,22.7833530541143,35.4465656958014
X94,-149.102182402972,122.195659425215,-154.419871267089,-5.12659973268224,-16.0281389816971,-27.8335838952873,-54.0967289294398,20.4004012370664,-38.2800610878621,-1.2177355430329
X30,-129.453560066578,-29.9333812410713,101.785275431852,-14.3140713737718,-12.9176064849546,31.4857615154565,0.388922492948132,40.9831956043415,-53.9780016904947,-22.1865620108431
X202,116.601133750451,78.3820202676055,53.925380586719,18.9221803332468,-58.7339033355087,1.67108755869907,-49.451374352342,-22.4159167505235,21.2190153874902,-16.1545354002422
X289,52.6226862900467,66.2611113094179,-2.82733410526473,-24.4327567754907,-32.1211933901399,-6.19781535723625,67.4367860520894,-76.3568328532862,-67.0920940236867,193.346363474979
X220,28.3180759843244,58.224411497702,38.8342108485563,89.9950890614917,82.5502643808067,-28.5224714600001,-53.7523899177357,95.584427335961,30.5376042751374,53.000822545694
X35,-131.392706571749,12.4153613303731,98.3806388574047,-105.201413893084,114.326229440795,-80.7895699204806,-12.2728973294794,-89.0434008412801,9.13017948620671,0.609674439732556
X213,91.4956954011686,103.970126328905,47.4902187250661,46.8923981230656,2.85329469083623,-6.45070139071932,12.2684006208423,-51.2599383981121,-7.65788245670187,37.5298799644811
X147,178.949189695389,1.81151946900738,-36.3408334260466,-235.458230323326,-100.977653491562,-4.41114902343203,-48.0054804157121,115.018060391535,39.4167133207709,-77.93543874725
X2,-221.497951155849,-44.2455487259335,17.6195699027694,-73.5020151206945,111.071921645308,-76.1576360964348,-4.41074092221597,-53.68120757619,64.5020147325811,-18.9578672587884
X218,161.234869041641,-11.5537888402735,27.6927007307249,-8.88158122986947,31.5830207573385,-56.2514155957496,10.9025911959976,48.1763604309714,17.662594950333,-4.42499162203025
X203,127.715031223759,124.949726515647,42.105994367893,44.6508426753358,32.730385818615,22.1199514851239,26.7985914423962,-54.5773099465166,-36.1416554764125,-27.3729334191643
X380,-18.2965062928483,-210.950312660797,4.45352324232084,57.9848387202895,-61.4145382069618,-261.364147031333,166.552773444167,164.900377833133,-91.1747060405324,-70.1582282508372
X110,118.70338065674,144.209483722941,98.5292653322463,106.607140718326,142.265900863271,-69.8532478854356,-60.6081342993917,117.626469981677,-28.6200201566573,108.826291606273
X278,-122.202633552003,-53.4988502391893,253.266971144398,79.0297116057804,-210.84543642662,28.3562597747307,-116.77196328293,3.02125148869942,2.44261052948661,2.0739740105402
X248,-98.5762693506612,-55.941234252067,-22.772170826761,33.0706095092704,53.529385436482,-3.47396796217492,18.7634348576632,-4.09235201408187,-63.5842496197471,-4.70649543407276
X303,43.0716064704582,58.6529321174231,-6.4362115732047,-80.0639670836368,-44.211348109075,-42.9321307129355,73.2735492967685,-153.706958693419,-98.5521535759942,130.523145585409
X43,-121.824096008024,-61.1116732874061,112.949850622215,-23.2130540628077,57.6622174352968,-117.751612076429,-80.8981780059735,-107.983867927507,99.0766693812626,-53.768931324569
X279,-251.81340734952,-11.8296939213477,250.387257775888,-147.123069114816,27.3928220350661,130.377595447274,92.6344786480775,23.0387480369292,-56.544995627824,-43.50934246646
X232,118.453151662503,104.578971074495,106.967953137173,99.1582682078523,67.2997513334876,-77.0275413921298,-54.0125782998382,57.115800583393,22.9054641351336,77.954813185447
X72,-146.128374264788,136.69767352595,-203.031439996863,-40.0968327691128,-63.3793493658769,-42.1792218676188,-124.278123382397,-84.906732813494,-181.5536263358,-33.3664638990856
X184,-46.0259261487247,-7.88051465559325,90.3026288586035,67.759242262757,-93.7743942440101,-14.6016758283599,-120.525012712216,-99.7563413552018,73.1472254883641,-22.2264215100445
X18,-120.967699024933,-39.0644914561937,-5.45577631143339,-24.6783481724992,33.5552081434526,-51.7148522575279,15.6098042879681,-91.198740183688,14.8168303648331,18.1770875418938
X96,-135.527955265204,117.878521312795,-161.487251745754,-48.6475300622745,-60.4655208468556,-70.9378363897266,-121.233761326014,32.5312932973572,-135.432321557841,-26.2686246038329
X240,130.895048589302,99.3109288988316,15.6493828572817,90.3031550777433,75.0997416461088,49.2100390380362,9.51759403053609,-6.1360811878819,-13.5983070494495,-53.692912087358
X335,-6.89096130641257,-207.877697947402,-18.5274292433082,10.314810962736,-4.45613702380103,162.501019288338,-52.3420391359981,-43.9706504632186,-82.93617411717,50.0396062109472
X374,-73.2471084858575,23.1833483034422,-55.123408825823,4.24931739400447,-6.51609968446564,-61.0126302537126,51.8270634135836,25.2536237341404,-10.3978762793139,32.5876323868305
X340,90.7712161889734,41.7003181229971,-8.58971411545766,103.396966596362,81.0259985573447,66.8334928386259,10.7753239049721,37.9137576740918,-58.2817091498104,-59.612507055459
X131,135.49447160642,170.078517819851,66.1020975736283,93.4989227168698,66.888182086448,18.2722356945548,52.0268539982445,16.85303157215,-40.3666715324828,-29.5489278327728
X376,-105.449339084275,-121.098805527294,26.344298770611,-4.06703919358951,95.212788559117,-53.9712085228699,0.71338449159924,-26.0266333580474,40.7485939267557,43.609668566149
X280,140.754754640916,7.29635492870388,-50.883888781663,-187.810405799834,-77.3387903778557,34.7535619510396,16.8157134702719,26.7587402545585,34.1740738663608,-5.41915940312378
X159,131.095003320174,150.774942904016,4.75223110628205,104.322611024466,111.6026592214,31.8788647326932,14.2499568789522,38.6180766744273,-46.6790327718525,-4.14836476000022
X10,-218.730626866666,84.2814746277404,-136.047551005531,39.0926710396199,-37.6408710665096,9.17535055866516,-3.19511910587549,1.99163699739773,37.2129825056904,0.153841368823013
X227,78.0414197891257,76.1365288680743,8.11448643348134,1.95541689654749,-7.25147446600803,3.63492284784659,66.5282526977017,-66.611458461656,-59.3437453358605,123.076961722009
X341,103.18484007444,73.4615559070539,-2.38417002376258,123.569629264656,73.7486501248859,68.5641851518884,7.37531158537148,70.659285344998,-54.765654259059,-69.0264537789801
X81,-180.831728424613,100.876717671786,-192.07569809997,1.69675081128236,-25.8394135538971,-34.7906965085132,-127.443563169802,14.8323433419069,-106.135835915096,-8.72956835839308
X53,-67.718333986482,38.3761349977759,-58.5289407534983,19.7039830951163,-30.8677239776571,-11.1774018087359,25.739574762826,-17.7441228053073,7.32921145330455,-17.2861372653576
X185,-34.5509884441809,-1.59292169383842,86.049262040083,60.0576607376916,-85.2037049002099,-15.3573623394708,-110.487919926644,-99.9832936353073,66.8900857270032,-20.7057019248732
X355,104.594199377089,-201.776274674609,-65.3438017507377,82.2339644587702,63.9935128167599,24.542409418932,-16.824136134892,-30.3355512567084,10.1273063570343,-54.4414972921544
X317,96.5009800471379,108.331115687172,57.5806550649724,104.798423461235,52.5704741314298,38.2053195306187,70.6401284004771,-48.0267457777599,-20.2076816135049,-56.2818052889014
X383,-193.313663089646,19.2220365203289,27.4029918912545,-31.0791619417992,139.051389080605,-64.5773439394445,-56.3014874467244,10.9249825871867,18.1288839136037,31.6049765622461
X121,185.261646903585,40.5239465113089,16.827786183766,-51.7096380936584,61.3940513689422,-37.1402239624405,-9.67609979817056,87.5722620662642,-21.4155429419844,86.8095236117687
X9,116.181145249621,-65.8529922710791,-49.8457263163069,-110.911042692472,-39.7198545029631,2.54267003638599,66.8846420840016,-32.2812483369658,38.8260637551701,9.50117078157352
X114,130.727741199014,-12.8153923519873,-13.4017638361301,-13.6686828604796,13.57356965399,13.7985833942784,14.2720736138173,-11.6975864859085,0.78092404365583,-51.5112716499683
X309,45.9219178675642,-224.902697796744,-85.2471366072947,-17.7294071884503,84.4613257998823,201.3436240163,-66.4141861161512,-25.8184078456845,-70.5828633425715,65.5550080480026
X188,169.508948570389,112.75434979951,13.4814534854431,7.04129910170524,9.71518439565171,57.9428141372913,-49.8204936099591,59.1428672684667,38.3191032940579,-79.384478871792
X379,2.01361992306904,-196.732351502882,-3.80402911757312,66.4173803832462,-55.5389662455049,-212.872323754973,115.344108552005,156.686483194888,-77.2255970539091,-35.6634329613024
X129,125.705230887275,163.06082690498,64.0379873529252,93.8645695161476,41.4244925730998,3.25348012428446,68.2360318856458,9.13707993778885,-39.8437764401062,29.2468735003037
X236,200.725867820969,18.4331292478079,-6.53009641396273,-106.509403500038,-66.7319802916092,3.22612586283828,18.2773350333997,-33.4776454318827,29.3739438335718,-15.2325100101851
X192,171.007638894565,-3.89095518129929,-21.4941681168292,-93.2791715056388,-20.3085066555696,15.9350275756237,53.020790314844,-41.8391966357305,13.2727641038563,8.75185846324996
X111,122.69647874043,-36.1705793165692,7.99360646301136,-39.9949794580013,-37.8169122375077,-43.4287251749103,-10.0170915090004,-85.0731224326966,60.8522190662544,-56.9200558792577
X278,-122.202633552003,-53.4988502391893,253.266971144398,79.0297116057804,-210.84543642662,28.3562597747307,-116.77196328293,3.02125148869942,2.44261052948661,2.0739740105402
X128,118.346418248715,98.4279417950997,83.3829512904283,87.9822656230537,47.0678070865563,-40.7442185665486,-20.6827678966462,11.6753941932844,12.5725190122598,-7.0086716675598
X16,-133.478172450078,86.3124919682243,-65.5877774721937,80.6895033361989,-27.7068886092729,0.228371441384541,73.7022634915292,54.6670842600283,137.05409758695,121.776025789032
X74,-80.0378879682058,73.7123502877468,-87.1243290211312,20.7433238746432,-17.4291821317409,52.48024990597,79.2066003335988,26.7660299205473,83.5928347841636,-56.3128042427132
X219,75.0813932487173,26.2571407034408,112.138170103325,97.5652222476709,-35.733817386899,-109.536261315274,-75.3014318733932,-49.9888439355497,57.1758077831692,25.0592841336927
X215,98.3380180749975,107.122655224881,66.0783159621669,42.2909622482489,-0.631143038186622,-13.8575643645317,4.36716131602919,-31.7973224618378,-61.0057718269192,-7.80135727855704
X250,-200.041605448854,25.3602917692537,61.6444801092852,-96.7999141903042,148.336108883506,-50.8907132452611,-31.2388474441694,28.4027034792326,-37.2455322766681,-3.08835770339088
X104,146.510504214334,71.8893989283717,-42.9724199890985,-149.739706817107,-49.4516598512641,44.5824177030377,-49.1091704715609,58.4159149124877,35.5552635052618,-16.4367810607072
X13,-120.719281023007,105.464028605779,-138.441111462291,58.1606850137546,-14.5067853737859,85.1093109390935,127.986447153652,-34.6687582499036,109.114806706257,-65.3857919773268
X239,123.406502861749,-61.7412118527438,-34.0755873674468,-12.5682502833658,12.2312098098783,26.552868962526,60.7006680704561,-13.8137863075411,-10.6620421767531,-26.6566412666075
X102,-119.09443129904,-76.1863290105629,55.4510639074291,-48.3293896812182,163.258818913524,-63.7738675897273,12.4822149592174,-0.252402372046334,-2.62430497783004,-29.3927737069983
X156,185.891952584004,-0.291511810928238,10.9718028256412,-120.368771737852,-74.4452961151948,20.6865399197639,2.33879233326923,30.2602978707673,47.7745124472501,-100.654633616102
X57,-216.252717622358,86.5352499648467,-131.814428165144,-22.6101701852853,45.8309401465556,-80.5529016916969,-136.543557914015,38.6232925233338,-21.5228274332625,23.6203043022488
X279,-251.81340734952,-11.8296939213477,250.387257775888,-147.123069114816,27.3928220350661,130.377595447274,92.6344786480775,23.0387480369292,-56.544995627824,-43.50934246646
X323,45.4347893637747,-213.547340704046,-26.5503680124976,57.0688756663668,27.3398950535855,12.770760769297,-2.60850454745185,52.2568226871369,12.5233156479959,17.2406638637905
X201,176.86076333191,-2.8905686088423,18.024177903001,37.1866409478874,13.7788617026232,-4.72096032325934,-18.5685482492134,-61.7243569342668,56.3207004282005,-137.827431550875
X52,-202.656692796845,83.9153032370472,-187.800023917463,21.7091310853554,-56.9653174972114,-36.5785253505997,-58.152812532186,16.4906181301295,-47.6193927230406,-43.5222858075751
X255,47.2058327585976,-155.14377369314,-47.7106202084097,22.150531980655,12.8100753796645,47.5324317556393,-21.2742412562662,-23.9256729556566,-13.490867646084,-36.2445271886756
X273,-58.6816992352024,-171.332556371892,135.811187637525,29.6933136484588,-145.510640938516,-47.6148337723745,94.3232132982394,124.395362892195,-53.9040526090369,-6.1106185396411
X224,154.663723780468,118.919074926875,34.8881922207361,105.645985145061,48.9602073629828,33.880258047714,54.0168597237415,-43.1358350119931,-58.0110530013709,-15.7702169785931
X329,54.1003304087644,-249.588128710192,-104.848113802198,81.5485408944906,133.555110048993,82.5360239432916,-79.5648915674048,17.0308968951741,30.7488425691512,-24.5578727750647
X154,32.2493114952349,-189.880821753598,-49.6850320961951,43.052276869705,50.989567291771,-21.8626894453746,15.2206670499315,36.9151633389055,-8.54745630430195,25.3297121965064
X167,157.962417959219,11.3359470405714,-50.1675497804367,-186.986243259025,-79.4758496069065,13.8942990696035,-4.72511352902744,31.4516868507497,35.8693369537437,-37.1428329579838
X130,41.436693840338,-9.56379204252043,-19.0297754513515,49.7956923810947,6.22480037857845,6.7070068488107,-47.7330328958428,56.2949461875582,-2.6088003937966,7.48013698066995
X169,170.994056412255,25.6502120927238,-25.7332972632106,-189.074299847206,-66.8626972517722,-4.06702441740663,-30.4602913520155,92.613775978238,25.5985454198956,-58.253454511781
X120,125.268401802729,112.748880346913,68.6380980389816,32.165978094164,113.19915500903,-28.9629132949901,-81.7675547479593,104.865308380525,-16.7606148024267,77.1984592473058
X284,-49.2080026086933,-52.8462862239219,-9.70670895391211,49.7760609244423,5.86518112042509,12.1256168367597,-14.4374731429762,51.5023508038437,16.7625106308606,32.5177384572262
X133,21.2809958871322,-109.527480367482,-53.8539009938528,-33.6503914212861,-40.621659684173,28.2429249646036,72.3339783150585,21.8820151840175,-21.1907103364136,-2.13576225570151
X353,59.8902033816567,-218.386996445713,-50.2603755682725,93.9777886313924,36.5930547668413,31.9454311240035,-118.219194783065,-33.1482226609723,83.0327475764744,-29.370567938819
X132,127.169714978881,41.0218520283371,-24.6038898412103,-204.35914460902,-24.6011118634618,22.7140186647623,-82.46960518371,109.123759108211,36.7648254374147,38.7057358783346
X88,-178.666343703461,36.2225988915266,-25.2015636754992,72.9230422986579,-92.4891819743743,71.3498029753874,45.2662394958954,87.4195243892577,57.4623335355391,68.0200120243505
X313,161.566945564172,158.812441426734,28.7957786998707,28.9126450521242,61.584213666271,30.4068860745581,61.3461216613284,-56.1215416594207,-45.5583871570704,-11.1442130037132
X20,-98.9961170627293,78.1584558935366,-124.655604710551,45.6993481349976,-13.8150601975742,76.8316442518539,106.741654442156,-29.7737275229601,94.6377053647077,-62.5305447081261
X61,-74.4348636848244,-153.957016099423,-9.40472051755867,32.7994955379475,18.2789344216003,-157.127166732413,111.061066794524,73.1216667362004,-54.9132116265857,-42.8420727173944
X27,20.3601890579094,-27.0677747944043,-2.52585412976981,105.582540383516,44.1631195599691,59.2582336019595,-25.4142332504392,37.3855759919492,36.1928515151634,51.1406211079642
X279,-251.81340734952,-11.8296939213477,250.387257775888,-147.123069114816,27.3928220350661,130.377595447274,92.6344786480775,23.0387480369292,-56.544995627824,-43.50934246646
